Tipster,Horse,Bet Type,Odds,Result,TipsterActive
Tipster X,Sir Robert Cheval,Win,13,Lose,TRUE
Tipster X,Marsh Hawk,Win,7,Lose,TRUE
Tipster X,Mega Fortune,Win,11,Lose,TRUE
Tipster X,Sense of Victory,Win,8,Lose,TRUE
Tipster X,Smokethatthunders,Win,12,Lose,TRUE
Tipster X,Sabre Squadron,Win,13,Win,TRUE
Tipster X,Imperial Way,Win,8,Lose,TRUE
Tipster X,Under The Red Sky,Win,9,Lose,TRUE
Tipster X,George Fernbeck,Win,17,Lose,TRUE
Tipster X,High Fair,Win,17,Lose,TRUE
Tipster X,Zaatar,Win,7,Lose,TRUE
Tipster X,Imperial Legend,Win,9,Win,TRUE
Tipster X,Rockliffe,Win,6,Lose,TRUE
Tipster X,Memories Galore,Win,6.5,Lose,TRUE
Tipster X,Velator,Win,12,Lose,TRUE
Tipster X,Jaunty Thor,Win,9,Lose,TRUE
Tipster X,Jersey Jewel,Win,7.5,Lose,TRUE
Tipster X,Dreaming Again,Win,13,Lose,TRUE
Tipster X,General Alexander,Win,13,Lose,TRUE
Tipster X,Amazement,Win,9,Lose,TRUE
Tipster X,Bob Lewis,Win,8.5,Lose,TRUE
Tipster X,Ajaya,Win,11,Lose,TRUE
Tipster X,Roc De Prince,Win,7,Win,TRUE
Tipster X,Nisser,Win,6,Lose,TRUE
Tipster X,Spanish Boy,Win,15,Lose,TRUE
Tipster X,Yulong Baobei,Win,7,Lose,TRUE
Tipster X,Johann Bach,Win,13,Win,TRUE
Tipster X,Wafi Star,Win,8,Lose,TRUE
Tipster X,Croquembouche,Win,7,Lose,TRUE
Tipster X,Percys Princess,Win,13,Lose,TRUE
Tipster X,Rio Ronaldo,Win,15,Win,TRUE
Tipster X,Mightaswellsmile,Win,7.5,Lose,TRUE
Tipster X,Waneen,Win,6.5,Lose,TRUE
Tipster X,Your Gifted,Win,9,Lose,TRUE
Tipster X,Princess Tansy,Win,11,Lose,TRUE
Tipster X,Inland Sea,Win,6.5,Lose,TRUE
Tipster X,Mr Red Clubs,Win,13,Lose,TRUE
Tipster X,Unex Modigliani,Win,6.5,Lose,TRUE
Tipster X,Roys Legacy,Win,13,Win,TRUE
Tipster X,Mustnt Grumble,Win,7.5,Lose,TRUE
Tipster X,Thats Yer Man,Win,7.5,Lose,TRUE
Tipster X,Jaguar Paw,Win,13,Lose,TRUE
Tipster X,Alcatraz,Win,9,Lose,TRUE
Tipster X,Pearl Phoenix,Win,11,Lose,TRUE
Tipster X,Odit,Win,15,Lose,TRUE
Tipster X,Elm Grove,Win,13,Lose,TRUE
Tipster X,Huntlaw,Win,9,Lose,TRUE
Tipster X,Midtech Star,Win,5.5,Lose,TRUE
Tipster X,Roudee,Win,15,Lose,TRUE
Tipster X,Kalk Bay,Win,15,Win,TRUE
Tipster X,Ulysses,Win,10,Lose,TRUE
Tipster X,Whitecrest,Win,11,Lose,TRUE
Tipster X,Harry Speed,Win,17,Lose,TRUE
Tipster X,King Calypso,Win,13,Lose,TRUE
Tipster X,Moccasin,Win,13,Lose,TRUE
Tipster X,Beautiful Stranger,Win,9,Lose,TRUE
Tipster X,Mitebeall Forluck,Win,5.5,Lose,TRUE
Tipster X,Ravens Hill,Win,11,Lose,TRUE
Tipster X,Wayward Hoof,Win,13,Lose,TRUE
Tipster X,Plymouth Mo,Win,15,Lose,TRUE
Tipster X,Apporcaillis,Win,9,Lose,TRUE
Tipster X,Aleko,Win,8,Lose,TRUE
Tipster X,Ocean Bentley,Win,15,Lose,TRUE
Tipster X,Beauly,Win,10,Lose,TRUE
Tipster X,Tomahawk,Win,17,Lose,TRUE
Tipster X,Neworld,Win,13,Lose,TRUE
Tipster X,Air of York,Win,13,Lose,TRUE
Tipster X,Bell Heather,Win,13,Lose,TRUE
Tipster X,Escalating,Win,13,Lose,TRUE
Tipster X,Inshaa,Win,10,Lose,TRUE
Tipster X,Mustnt Grumble,Win,10,Lose,TRUE
Tipster X,Mcdelta,Win,7.5,Win,TRUE
Tipster X,Links Drive Lady,Win,6,Win,TRUE
Tipster X,Wholesome,Win,10,Lose,TRUE
Tipster X,Firesnake,Win,10,Lose,TRUE
Tipster X,Double Windsor,Win,13,Lose,TRUE
Tipster X,Magical Daze,Win,13,Lose,TRUE
Tipster X,George Cinq,Win,11,Lose,TRUE
Tipster X,Locus standi,Win,8,Lose,TRUE
Tipster X,Cloud Monkey,Win,13,Lose,TRUE
Tipster X,Semore Midi,Win,10,Lose,TRUE
Tipster X,Kip,Win,12,Lose,TRUE
Tipster X,Thikriyaat,Win,11,Lose,TRUE
Tipster X,Anamba,Win,10,Lose,TRUE
Tipster X,Sizing Solution,Win,7,Lose,TRUE
Tipster X,Deodoro,Win,11,Lose,TRUE
Tipster X,Desert River,Win,7.5,Win,TRUE
Tipster X,Hawkbill,Win,8,Win,TRUE
Tipster X,Steel Train,Win,11,Lose,TRUE
Tipster X,Van Mildert,Win,7,Lose,TRUE
Tipster X,Folkswood,Win,13,Lose,TRUE
Tipster X,Qemah,Win,7.5,Win,TRUE
Tipster X,Weather Front,Win,5.5,Win,TRUE
Tipster X,Poolstock,Win,8,Lose,TRUE
Tipster X,Lovely Memory,Win,6,Lose,TRUE
Tipster X,Archimedes,Win,9,Lose,TRUE
Tipster X,Pacify,Win,10,Lose,TRUE
Tipster X,Undrafted,Win,10,Lose,TRUE
Tipster X,Tonkinese,Win,10,Lose,TRUE
Tipster X,Sandro Botticelli,Win,15,Lose,TRUE
Tipster X,Sweeping Up,Win,5.5,Lose,TRUE
Tipster X,Athollblair,Win,13,Lose,TRUE
Tipster X,Rock Steady,Win,8,Lose,TRUE
Tipster X,Silver Springs,Win,5.5,Lose,TRUE
Tipster X,Potternello,Win,6.5,Lose,TRUE
Tipster X,Another Lincolnday,Win,8,Lose,TRUE
Tipster X,Papal Motel,Win,11,Lose,TRUE
Tipster X,Bittern,Win,17,Lose,TRUE
Tipster X,Swendab,Win,7,Lose,TRUE
Tipster X,Palawan,Win,13,Lose,TRUE
Tipster X,Normandie Lady,Win,10,Lose,TRUE
Tipster X,Regal miss,Win,11,Lose,TRUE
Tipster X,Sky of Stars,Win,10,Lose,TRUE
Tipster X,Bogardus,Win,14,Lose,TRUE
Tipster X,Fashaak,Win,15,Lose,TRUE
Tipster X,Blacklister,Win,9,Lose,TRUE
Tipster X,Hubertas,Win,7,Lose,TRUE
Tipster X,Encore Dor,Win,11,Lose,TRUE
Tipster X,My Target,Win,7,Lose,TRUE
Tipster X,Taamol,Win,6,Win,TRUE
Tipster X,Penwortham,Win,11,Lose,TRUE
Tipster X,Amazour,Win,8,Win,TRUE
Tipster X,Lincoln,Win,11,Lose,TRUE
Tipster X,Doubly Clever,Win,13,Lose,TRUE
Tipster X,Shuil Royale,Win,12,Lose,TRUE
Tipster X,Southern Gailes,Win,7,Lose,TRUE
Tipster X,Clovelly bay,Win,9,Lose,TRUE
Tipster X,Duke of Yorkshire,Win,10,Lose,TRUE
Tipster X,Alquffal,Win,7,Win,TRUE
Tipster X,Dandyhighwayman,Win,9,Lose,TRUE
Tipster X,Dandy Highwayman,Win,9,Lose,TRUE
Tipster X,Henry croft,Win,8,Lose,TRUE
Tipster X,Sylvette,Win,12,Lose,TRUE
Tipster X,Annie Alainn,Win,5.5,Lose,TRUE
Tipster X,Sherman Mcoy,Win,8,Lose,TRUE
Tipster X,Ordinal,Win,6,Lose,TRUE
Tipster X,Ripinto,Win,13,Lose,TRUE
Tipster X,Cloudberry,Win,13,Win,TRUE
Tipster X,Ginger Joe,Win,11,Lose,TRUE
Tipster X,Gothic Empire,Win,7,Win,TRUE
Tipster X,Hollwood Road,Win,9,Lose,TRUE
Tipster X,Bond Trader,Win,15,Lose,TRUE
Tipster X,Pike Corner cross,Win,7,Lose,TRUE
Tipster X,Sahreej,Win,8.5,Lose,TRUE
Tipster X,Royal Toast,Win,15,Lose,TRUE
Tipster X,Credit The Giver,Win,6.5,Lose,TRUE
Tipster X,Ok By Me,Win,13,Lose,TRUE
Tipster X,Lady of Camelot,Win,9,Lose,TRUE
Tipster X,Best of Time,Win,6.5,Lose,TRUE
Tipster X,Hoof It,Win,12,Win,TRUE
Tipster X,Duke of Yorkshire,Win,15,Lose,TRUE
Tipster X,Biff Johnson,Win,15,Lose,TRUE
Tipster X,Pintura,Win,15,Win,TRUE
Tipster X,Keenes Pointe,Win,17,Lose,TRUE
Tipster X,Scealtana,Win,6.5,Lose,TRUE
Tipster X,Munjally,Win,7,Lose,TRUE
Tipster X,Irish Optimism,Win,15,Lose,TRUE
Tipster X,Generalyse,Win,13,Lose,TRUE
Tipster X,By The Banks,Win,8,Lose,TRUE
Tipster X,Highland Lotus,Win,7,Lose,TRUE
Tipster X,Bold Prediction,Win,17,Lose,TRUE
Tipster X,Blistering Dancer,Win,8,Lose,TRUE
Tipster X,Glorious Dancer,Win,9,Lose,TRUE
Tipster X,Dutch Archer,Win,11,Lose,TRUE
Tipster X,Jawaayiz,Win,9,Lose,TRUE
Tipster X,Mutellie,Win,13,Lose,TRUE
Tipster X,Summersault,Win,13,Lose,TRUE
Tipster X,Coverham,Win,13,Lose,TRUE
Tipster X,Call vinnie,Win,11,Lose,TRUE
Tipster X,Midnight Rider,Win,10,Lose,TRUE
Tipster X,Wakeme,Win,7,Lose,TRUE
Tipster X,Ancient Astronaut,Win,17,Lose,TRUE
Tipster X,Quiet Reflection,Win,9,Lose,TRUE
Tipster X,Kachy,Win,8,Lose,TRUE
Tipster X,Margarets Mission,Win,6.5,Lose,TRUE
Tipster X,Run With The Wind,Win,13,Lose,TRUE
Tipster X,Parsnip Pete,Win,6,Lose,TRUE
Tipster X,Question Of faith,Win,13,Lose,TRUE
Tipster X,Credit The giver,Win,6,Lose,TRUE
Tipster X,Mr Pocket,Win,6,Lose,TRUE
Tipster X,Crowning Glory,Win,8,Win,TRUE
Tipster X,Custard The Dragon,Win,15,Lose,TRUE
Tipster X,Affordability,Win,10,Lose,TRUE
Tipster X,Quick March,Win,7,Lose,TRUE
Tipster X,Victorious Secret,Win,13,Win,TRUE
Tipster X,Frankster,Win,13,Lose,TRUE
Tipster X,Olivers Gold,Win,10,Lose,TRUE
Tipster X,Grand Gigolo,Win,10,Lose,TRUE
Tipster X,Brokethegate,Win,11,Lose,TRUE
Tipster X,Cj Parker,Win,13,Lose,TRUE
Tipster X,Manuka,Win,7,Lose,TRUE
Tipster X,Vinnievanbaileys,Win,15,Lose,TRUE
Tipster X,Subtle Knife,Win,13,Win,TRUE
Tipster X,Highly Driven,Win,11,Lose,TRUE
Tipster X,Another boy,Win,13,Lose,TRUE
Tipster X,Farleigh Mac,Win,17,Lose,TRUE
Tipster X,Willsy,Win,13,Lose,TRUE
Tipster X,Believe it,Win,13,Lose,TRUE
Tipster X,Incurs Four Faults,Win,9,Lose,TRUE
Tipster X,Jive Talking,Win,8,Lose,TRUE
Tipster X,Totalize,Win,13,Win,TRUE
Tipster X,Sole Power,Win,6,Lose,TRUE
Tipster X,Highly Toxic,Win,10,Lose,TRUE
Tipster X,Ballykan,Win,10,Lose,TRUE
Tipster X,Vendredi Trois,Win,15,Lose,TRUE
Tipster X,Irish Hawke,Win,9,Lose,TRUE
Tipster X,Haidees Reflection,Win,11,Lose,TRUE
Tipster X,Monsieur Glory,Win,5.5,Win,TRUE
Tipster X,Snappy Guest,Win,13,Lose,TRUE
Tipster X,Farkle Minkus,Win,13,Lose,TRUE
Tipster X,Multi Grain,Win,13,Lose,TRUE
Tipster X,Duke of Sonning,Win,7,Lose,TRUE
Tipster X,Ellaal,Win,6.5,Lose,TRUE
Tipster X,Hepworth Marble,Win,10,Lose,TRUE
Tipster X,Natalia,Win,13,Lose,TRUE
Tipster X,Arlecchinos Leap,Win,13,Lose,TRUE
Tipster X,Pied Du Roi,Win,9,Lose,TRUE
Tipster X,Grizzel,Win,6,Lose,TRUE
Tipster X,Royal Plaza,Win,5.5,Lose,TRUE
Tipster X,Bedrock,Win,7,Lose,TRUE
Tipster X,Mulwith,Win,13,Lose,TRUE
Tipster X,Rio Ronaldo,Win,13,Lose,TRUE
Tipster X,Misty Lord,Win,8,Lose,TRUE
Tipster X,Al Nasser Alwashik,Win,9,Lose,TRUE
Tipster X,Haalan,Win,9.5,Lose,TRUE
Tipster X,Ninjago,Win,15,Lose,TRUE
Tipster X,Ben Rumson,Win,6,Lose,TRUE
Tipster X,Wings of Desire,Win,5.5,Lose,TRUE
Tipster X,Lastmanlastround,Win,7,Lose,TRUE
Tipster X,Mishaal,Win,9,Win,TRUE
Tipster X,Germany Calling,Win,9,Lose,TRUE
Tipster X,Strummer,Win,7,Lose,TRUE
Tipster X,Mount Vesuvius,Win,6,Lose,TRUE
Tipster X,Tzora,Win,5.5,Lose,TRUE
Tipster X,Restive,Win,15,Lose,TRUE
Tipster X,Coronation Day,Win,13,Lose,TRUE
Tipster X,Miss Bates,Win,17,Lose,TRUE
Tipster X,Parys Mountain,Win,11,Lose,TRUE
Tipster X,Gunner Mcgregor,Win,15,Lose,TRUE
Tipster X,Ulysses,Win,6,Win,TRUE
Tipster X,Ribchester,Win,13,Lose,TRUE
Tipster X,Yalta,Win,11,Win,TRUE
Tipster X,So Sensible,Win,7,Lose,TRUE
Tipster X,Stargazer,Win,7.5,Lose,TRUE
Tipster X,California,Win,9,Win,TRUE
Tipster X,Superb Story,Win,6,Lose,TRUE
Tipster X,Intimate Art,Win,13,Lose,TRUE
Tipster X,Shalimar,Win,6,Lose,TRUE
Tipster X,Loving Things,Win,10,Lose,TRUE
Tipster X,Washington DC,Win,15,Lose,TRUE
Tipster X,Al Jazi,Each Way,21,Win,TRUE
Tipster X,Arlecchinos Rock,Win,8,Lose,TRUE
Tipster X,Westener Lady,Win,5.5,Win,TRUE
Tipster X,Hit The Jackpot,Win,17,Lose,TRUE
Tipster X,Shootingsta,Win,13,Lose,TRUE
Tipster X,Trenches,Win,5.5,Lose,TRUE
Tipster X,Venturous,Win,6.5,Lose,TRUE
Tipster X,Midnight Rider,Win,8.5,Lose,TRUE
Tipster X,Dream Walker,Win,9,Win,TRUE
Tipster X,Mill Quest,Win,17,Win,TRUE
Tipster X,Matriarch,Win,8,Lose,TRUE
Tipster X,Shalamanka,Win,5.5,Lose,TRUE
Tipster X,Balliol,Win,12,Lose,TRUE
Tipster X,Saltarello,Win,15,Lose,TRUE
Tipster X,Galactic Prince,Win,5.5,Win,TRUE
Tipster X,Loumarin,Win,6,Lose,TRUE
Tipster X,Seas Aria,Win,8,Lose,TRUE
Tipster X,Blue Hussar,Win,7.5,Lose,TRUE
Tipster X,Deluxe,Win,11,Lose,TRUE
Tipster X,Club Wexford,Win,15,Lose,TRUE
Tipster X,Nassuvian Pearl,Win,5.5,Lose,TRUE
Tipster X,Ocean Legend,Win,11,Lose,TRUE
Tipster X,Hasselnott,Win,8,Lose,TRUE
Tipster X,Effernock Lad,Win,11,Win,TRUE
Tipster X,Rathbride Raven,Win,15,Lose,TRUE
Tipster X,Gypsy Major,Win,8,Lose,TRUE
Tipster X,Kodi Da Capo,Win,11,Win,TRUE
Tipster X,Pivotal Dream,Win,6,Lose,TRUE
Tipster X,Dark Crystal,Win,15,Lose,TRUE
Tipster X,Shesthedream,Win,5.5,Lose,TRUE
Tipster X,Archie,Win,8,Lose,TRUE
Tipster X,Highland Colori,Win,7,Lose,TRUE
Tipster X,Grizzel,Win,13,Lose,TRUE
Tipster X,Bahaarah,Win,15,Lose,TRUE
Tipster X,Twilight Shadow,Win,8,Lose,TRUE
Tipster X,Rubensian,Win,8,Lose,TRUE
Tipster X,Madam Mai Tai,Win,10,Lose,TRUE
Tipster X,Mo Henry,Win,9,Lose,TRUE
Tipster X,Totally Magic,Win,13,Lose,TRUE
Tipster X,Coping Stone,Win,9,Lose,TRUE
Tipster X,Secret Lightning,Win,17,Lose,TRUE
Tipster X,Princeofthequeen,Win,9,Lose,TRUE
Tipster X,Sexton Blake,Win,17,Lose,TRUE
Tipster X,Royal Bajan,Win,9,Lose,TRUE
Tipster X,Talent Scout,Win,6,Win,TRUE
Tipster X,Agentleman,Win,13,Lose,TRUE
Tipster X,Wakened,Win,7,Lose,TRUE
Tipster X,Indian Affair,Win,12,Lose,TRUE
Tipster X,Extrasolar,Win,17,Lose,TRUE
Tipster X,Take A Note,Win,15,Lose,TRUE
Tipster X,Medina Sidonia,Win,6,Lose,TRUE
Tipster X,Master The World,Win,16,Lose,TRUE
Tipster X,Quite A story,Win,15,Lose,TRUE
Tipster X,Flying Hope,Win,15,Lose,TRUE
Tipster X,Zebelini,Win,7,Lose,TRUE
Tipster X,Steal The Scene,Win,5.5,Lose,TRUE
Tipster X,Faithful Mount,Win,10,Lose,TRUE
Tipster X,Go Go Green,Win,15,Lose,TRUE
Tipster X,Seduce Me,Win,7,Lose,TRUE
Tipster X,Croquembouche,Win,10,Lose,TRUE
Tipster X,Magnetic force,Win,15,Lose,TRUE
Tipster X,Whitstable Pearl,Win,7,Lose,TRUE
Tipster X,Ballykan,Win,5.5,Lose,TRUE
Tipster X,Drifting Spirit,Win,9.5,Lose,TRUE
Tipster X,Van Gerwin,Win,6.5,Lose,TRUE
Tipster X,Justice Rock,Win,15,Lose,TRUE
Tipster X,Stanghow,Win,12,Win,TRUE
Tipster X,Stellarta,Win,9,Win,TRUE
Tipster X,Entrench,Win,8,Lose,TRUE
Tipster X,Cape of Glory,Win,8,Lose,TRUE
Tipster X,Taqwaa,Win,9,Lose,TRUE
Tipster X,Port Gaverne,Win,11,Lose,TRUE
Tipster X,Courage Under Fire,Win,8,Lose,TRUE
Tipster X,Bay Mirage,Win,15,Lose,TRUE
Tipster X,Naafer,Win,9,Lose,TRUE
Tipster X,Highland Lotus,Win,6,Lose,TRUE
Tipster X,Protest,Win,9,Lose,TRUE
Tipster X,Miss Infinity,Win,10,Lose,TRUE
Tipster X,Wildmoor Boy,Win,13,Win,TRUE
Tipster X,Hepijeu,Win,7,Lose,TRUE
Tipster X,Glorious Approach,Win,16,Lose,TRUE
Tipster X,Standing Ovation,Win,6,Lose,TRUE
Tipster X,Stars Over The Sea,Win,8,Lose,TRUE
Tipster X,Wicklow Brave,Win,9,Lose,TRUE
Tipster X,Librisa Breeze,Win,6,Lose,TRUE
Tipster X,Limato,Win,5.5,Lose,TRUE
Tipster X,Blond Me,Win,12,Lose,TRUE
Tipster X,Monticello,Win,10,Lose,TRUE
Tipster X,Leo minor,Win,8,Lose,TRUE
Tipster X,Lord Clenaghcastle,Win,6.5,Win,TRUE
Tipster X,Sacred Trust,Win,5.5,Lose,TRUE
Tipster X,Success Days,Win,12,Win,TRUE
Tipster X,Grand Myla,Win,10,Lose,TRUE
Tipster X,Katrine,Win,15,Lose,TRUE
Tipster X,Norwegian Highness,Each Way,26,Win,TRUE
Tipster X,Calvados Spirit,Win,7,Win,TRUE
Tipster X,Willow Grange,Win,17,Win,TRUE
Tipster X,Agerzam,Win,13,Lose,TRUE
Tipster X,Kyllach Me,Win,6,Lose,TRUE
Tipster X,Surf And Turf,Win,13,Lose,TRUE
Tipster X,Estibdaad,Win,17,Lose,TRUE
Tipster X,Larkhall,Win,17,Lose,TRUE
Tipster X,Gavarnie Encore,Win,15,Lose,TRUE
Tipster X,Bold Prince Rupert,Win,13,Lose,TRUE
Tipster X,Maestro mac,Win,5.5,Lose,TRUE
Tipster X,Zoffanys Pride,Win,13,Lose,TRUE
Tipster X,Manatee Bay,Win,11,Lose,TRUE
Tipster X,Russian Realm,Win,15,Lose,TRUE
Tipster X,Baileys Apprentice,Win,15,Lose,TRUE
Tipster X,Belle Meade,Win,17,Lose,TRUE
Tipster X,The Commendatore,Win,17,Lose,TRUE
Tipster X,Alpha Delphini,Win,15,Win,TRUE
Tipster X,Jumping around,Win,6.5,Lose,TRUE
Tipster X,Cosmic Dust,Win,13,Lose,TRUE
Tipster X,Sincil Bank,Win,7,Win,TRUE
Tipster X,Wor Lass,Win,15,Win,TRUE
Tipster X,They Seek Him Here,Win,7,Lose,TRUE
Tipster X,Silver Shuffle,Win,12,Lose,TRUE
Tipster X,Frozen Kiss,Win,7,Lose,TRUE
Tipster X,Spirit of Zeb,Win,13,Lose,TRUE
Tipster X,Owen Na View,Win,7.5,Win,TRUE
Tipster X,Imperial Focus,Win,7,Lose,TRUE
Tipster X,Agentleman,Win,10,Lose,TRUE
Tipster X,Roys Dream,Win,6,Win,TRUE
Tipster X,Idliketheoption,Win,5.5,Lose,TRUE
Tipster X,Coeur Tantre,Win,6,Win,TRUE
Tipster X,Devils Bridge,Win,8,Lose,TRUE
Tipster X,Roygh Justice,Win,13,Lose,TRUE
Tipster X,Felix Mendelssohn,Win,12,Lose,TRUE
Tipster X,Apricot Sky,Win,6.5,Lose,TRUE
Tipster X,Falcons Fire,Win,9,Win,TRUE
Tipster X,Miramonte Dancer,Win,5.5,Lose,TRUE
Tipster X,Harbour Rock,Win,13,Lose,TRUE
Tipster X,Fern Owl,Win,12,Win,TRUE
Tipster X,Bahamas,Win,9,Lose,TRUE
Tipster X,Breton Rock,Win,9,Lose,TRUE
Tipster X,Danehill Kodiac,Win,15,Lose,TRUE
Tipster X,Gun Shoot,Win,17,Lose,TRUE
Tipster X,My Good Brother,Win,7,Win,TRUE
Tipster X,Manolito De Madrid,Win,10,Lose,TRUE
Tipster X,Stoical Patient,Win,9,Win,TRUE
Tipster X,Sapphirine,Win,5.5,Lose,TRUE
Tipster X,Viserion,Win,6.5,Lose,TRUE
Tipster X,Pick A Little,Win,12,Win,TRUE
Tipster X,World Record,Win,5.5,Win,TRUE
Tipster X,Shannon,Win,11,Lose,TRUE
Tipster X,Kinari,Win,6,Lose,TRUE
Tipster X,Topper Thornton,Win,10,Lose,TRUE
Tipster X,Priceless,Win,13,Win,TRUE
Tipster X,Shanghai Glory,Win,13,Lose,TRUE
Tipster X,Niqnaaqpaadiwaaq,Win,8,Lose,TRUE
Tipster X,Wynford,Win,6.5,Win,TRUE
Tipster Y,Deauville Prince,Each Way,17.2,Lose,FALSE
Tipster Y,Swift Approval,Each Way,26,Win,FALSE
Tipster Y,Nusantara,Each Way,9,Lose,FALSE
Tipster Y,Ribblehead,Win,4.33,Lose,FALSE
Tipster Y,Cable Bay,Win,6,Win,FALSE
Tipster Y,Green Door,Each Way,12,Lose,FALSE
Tipster Y,Patentar,Each Way,10,Lose,FALSE
Tipster Y,Searching,Win,5.5,Win,FALSE
Tipster Y,Illusive,Win,6,Lose,FALSE
Tipster Y,Hurry home poppa,Win,4,Lose,FALSE
Tipster Y,Veauce De Sivola,Each Way,16,Lose,FALSE
Tipster Y,Blithe Spirit,Each Way,14,Lose,FALSE
Tipster Y,Figment,Win,2,Lose,FALSE
Tipster Y,y Looking Good,Each Way,9,Lose,FALSE
Tipster Y,Saskias Dream,Win,3,Lose,FALSE
Tipster Y,Sakhalin Star,Win,3,Lose,FALSE
Tipster Y,Soul Brother,Win,3,Lose,FALSE
Tipster Y,Lucky Kris Tale,Each Way,11,Win,FALSE
Tipster Y,Major Jack,Win,6,Lose,FALSE
Tipster Y,Ventura Quest,Win,3.75,Win,FALSE
Tipster Y,Alnashama,Win,3,Lose,FALSE
Tipster Y,Black Ceaser,Win,3,Lose,FALSE
Tipster Y,Plaisir,Each Way,8,Lose,FALSE
Tipster Y,Market Share,Each Way,13,Lose,FALSE
Tipster Y,Belrog,Each Way,9,Win,FALSE
Tipster Y,Automated,Each Way,7,Lose,FALSE
Tipster Y,y Dominada,Each Way,8,Lose,FALSE
Tipster Y,See The Sun,Win,5,Lose,FALSE
Tipster Y,Petrify,Win,6,Lose,FALSE
Tipster Y,Rioja Day,Each Way,8,Win,FALSE
Tipster Y,First Sitting,Win,5.5,Win,FALSE
Tipster Y,Hot Mustard,Win,5,Lose,FALSE
Tipster Y,Sixties Queen,Each Way,9,Lose,FALSE
Tipster Y,Dutch Uncle,Each Way,8,Lose,FALSE
Tipster Y,Dursey Sound,Win,5.5,Lose,FALSE
Tipster Y,Almuheet,Win,5,Lose,FALSE
Tipster Y,Oasis Fantasy,Each Way,8,Win,FALSE
Tipster Y,Power Up,Win,3,Win,FALSE
Tipster Y,Arantes,Win,5.5,Lose,FALSE
Tipster Y,Angelito,Win,8,Lose,FALSE
Tipster Y,Aerial,Win,6,Lose,FALSE
Tipster Y,Archilles,Win,5.5,Lose,FALSE
Tipster Y,Provident Spirit,Win,6,Lose,FALSE
Tipster Y,Ifwecan,Win,3,Lose,FALSE
Tipster Y,Persona Grata,Win,5,Win,FALSE
Tipster Y,Back In June,Win,4,Lose,FALSE
Tipster Y,Aussie Ruler,Each Way,7,Lose,FALSE
Tipster Y,Puzzle Time,Each Way,7,Lose,FALSE
Tipster Y,Western Playboy,Each Way,8,Win,FALSE
Tipster Y,Bulletproof,Each Way,7,Lose,FALSE
Tipster Y,Argaki,Win,6,Lose,FALSE
Tipster Y,Compton Prince,Each Way,10,Lose,FALSE
Tipster Y,Ze King,Win,6,Win,FALSE
Tipster Y,Shmooze,Win,6,Lose,FALSE
Tipster Y,Master Clockmaker,Each Way,10,Lose,FALSE
Tipster Y,Sword Of The Lord,Win,3,Lose,FALSE
Tipster Y,Gone To Far,Win,5,Win,FALSE
Tipster Y,Lake Champlain,Win,5,Lose,FALSE
Tipster Y,Send For Katie,Each Way,16,Lose,FALSE
Tipster Y,Lucky Henry,Win,3,Lose,FALSE
Tipster Y,El Toreros,Win,4,Lose,FALSE
Tipster Y,Cactus Valley,Each Way,10,Lose,FALSE
Tipster Y,Lulu The Zulu,Win,5,Lose,FALSE
Tipster Y,Saved By The Bell,Win,5.5,Win,FALSE
Tipster Y,Hawdyerwheesht,Win,7,Lose,FALSE
Tipster Y,Jallota,Each Way,17,Win,FALSE
Tipster Y,Cornish Path,Each Way,12,Lose,FALSE
Tipster Y,Cosette,Win,12,Lose,FALSE
Tipster Y,Harwoods Volante,Win,8,Win,FALSE
Tipster Y,Lawyer,Each Way,16,Lose,FALSE
Tipster Y,Breezy Kin,Win,6,Lose,FALSE
Tipster Y,Cara Court,Win,4,Lose,FALSE
Tipster Y,New Horizons,Win,6.5,Win,FALSE
Tipster Y,Pendo,Win,6,Lose,FALSE
Tipster Y,Harmonical,Win,7,Lose,FALSE
Tipster Y,Mondealista,Each Way,25,Lose,FALSE
Tipster Y,Kentford Heiress,Win,9.2,Lose,FALSE
Tipster Y,Top Boy,Win,5,Lose,FALSE
Tipster Y,Dutch Law,Win,9,Win,FALSE
Tipster Y,Master Carpenter,Each Way,13,Win,FALSE
Tipster Y,"First,flight """,Win,9,Lose,FALSE
Tipster Y,Georgian Bay,Win,7,Lose,FALSE
Tipster Y,Cherry Street,Win,7,Lose,FALSE
Tipster Y,Gang Warfare,Win,2.75,Win,FALSE
Tipster Y,Mawaseel,Win,4,Lose,FALSE
Tipster Y,Willem,Each Way,7.5,Win,FALSE
Tipster Y,Handsome Horace,Win,11.4,Lose,FALSE
Tipster Y,Hot Mustard,Win,5,Win,FALSE
Tipster Y,Oriental Splendour,Win,7.2,Lose,FALSE
Tipster Y,Azilian,Win,4,Lose,FALSE
Tipster Y,Mr Dandy Man,Win,4,Lose,FALSE
Tipster Y,Thirtypointstothree,Win,4,Lose,FALSE
Tipster Y,Lyrical,Each Way,7,Win,FALSE
Tipster Y,Mo Henry,Each Way,7,Lose,FALSE
Tipster Y,High Valley,Each Way,10,Lose,FALSE
Tipster Y,Exotic Guest,Win,5,Lose,FALSE
Tipster Y,Zarwaan,Win,5,Win,FALSE
Tipster Y,Nearly Caught,Each Way,18,Win,FALSE
Tipster Y,Royal Connisseur,Each Way,18,Lose,FALSE
Tipster Y,Smart Salute,Win,7,Win,FALSE
Tipster Y,Al Nofor,Win,3.75,Lose,FALSE
