Tipster,Horse,Bet Type,Odds,Result,TipsterActive
Tipster Y,Samingarry,Each Way,11,Lose,FALSE
Tipster Y,Secret Art,Win,3.75,Win,FALSE
Tipster Y,Big Chill,Win,3.75,Lose,FALSE
Tipster Y,Jamesbosgirl.,Win,6,Lose,FALSE
Tipster Y,Jann Smutts,Win,6,Lose,FALSE
Tipster Y,Puzzle Time,Win,5,Lose,FALSE
Tipster Y,Domtaline,Each Way,10,Win,FALSE
Tipster Y,Etania,Win,8,Win,FALSE
Tipster Y,Bogsnog,Win,5,Win,FALSE
Tipster Y,Dr Irv,Win,3.75,Lose,FALSE
Tipster Y,Westerly Breeze,Win,5,Lose,FALSE
Tipster Y,Vecheka,Win,8,Lose,FALSE
Tipster Y,Pass The Moon,Win,6,Lose,FALSE
Tipster Y,Solway Prince,Each Way,12,Win,FALSE
Tipster Y,Supplicant,Win,6,Lose,FALSE
Tipster Y,Ocean Applause,Each Way,12,Lose,FALSE
Tipster Y,Smoothtalkinrascal,Win,7,Lose,FALSE
Tipster Y,Royal Skies,Win,5,Lose,FALSE
Tipster Y,Primo Capittano,Each Way,10,Lose,FALSE
Tipster Y,La Havrese,Win,4,Lose,FALSE
Tipster Y,Thankstomonty,Win,4.33,Win,FALSE
Tipster Y,Master Carpenter,Each Way,17,Win,FALSE
Tipster Y,Nancy From Nairobi,Each Way,25,Lose,FALSE
Tipster Y,Eye Of The Storm,Win,7,Win,FALSE
Tipster Y,Georgian Bay,Each Way,12,Win,FALSE
Tipster Y,Lazarus Bell,Win,7,Lose,FALSE
Tipster Y,Corton Lad,Win,8,Win,FALSE
Tipster Y,Henpecked,Each Way,12,Win,FALSE
Tipster Y,Newmarket Warrior,Each Way,25,Lose,FALSE
Tipster Y,Tindaro,Win,6,Lose,FALSE
Tipster Y,Threes Grand,Each Way,14,Lose,FALSE
Tipster Y,Royaume Bleau,Each Way,12,Lose,FALSE
Tipster Y,New Colours,Win,8,Lose,FALSE
Tipster Y,Royal Skies,Win,3,Lose,FALSE
Tipster Y,Go Far,Each Way,16,Lose,FALSE
Tipster Y,Shamaheart,Win,7,Lose,FALSE
Tipster Y,Meddling,Win,6,Lose,FALSE
Tipster Y,Compton Prince,Each Way,10,Win,FALSE
Tipster Y,Western Playboy,Win,5,Lose,FALSE
Tipster Y,Mr Cardle,Win,8,Lose,FALSE
Tipster Y,Noor Al Haya,Win,9,Win,FALSE
Tipster Y,Hidden Justice,Each Way,12,Lose,FALSE
Tipster Y,Rizal Park,Win,9,Lose,FALSE
Tipster Y,Clement,Each Way,12,Lose,FALSE
Tipster Y,Triple Dip,Win,6,Win,FALSE
Tipster Y,Arantes,Win,6,Win,FALSE
Tipster Y,Hallingham,Each Way,11,Win,FALSE
Tipster Y,Zampa Monos,Win,5,Lose,FALSE
Tipster Y,All Talk No Do,Win,8,Win,FALSE
Tipster Y,Wadi Al Hattawi,Each Way,14,Win,FALSE
Tipster Y,Mustadaam,Win,5,Lose,FALSE
Tipster Y,Georgian Bay,Each Way,16,Lose,FALSE
Tipster Y,Energia Fox,Each Way,14,Win,FALSE
Tipster Y,God Willing,Each Way,26,Lose,FALSE
Tipster Y,Gamesome,Win,10,Lose,FALSE
Tipster Y,Justice Day,Each Way,17,Lose,FALSE
Tipster Y,Nancy From Nairobi,Each Way,17,Lose,FALSE
Tipster Y,Sakhalin Star,Win,7,Win,FALSE
Tipster Y,Walden Prince,Win,4,Win,FALSE
Tipster Y,Ballygrooby Bertie,Win,9,Lose,FALSE
Tipster Y,My Brother Sylvest,Win,6,Lose,FALSE
Tipster Y,Separate Shadows,Win,6,Lose,FALSE
Tipster Y,Zama Zama,Win,5.5,Win,FALSE
Tipster Y,Proud Of You,Win,6.5,Lose,FALSE
Tipster Y,Doc Charm,Win,4.5,Lose,FALSE
Tipster Y,Swordbearer,Win,6.5,Lose,FALSE
Tipster Y,Third Strike,Win,6.5,Lose,FALSE
Tipster Y,Thornaby Princess,Win,5,Lose,FALSE
Tipster Y,Buckland Beau,Win,7.5,Lose,FALSE
Tipster Y,Bogardus,Each Way,15,Lose,FALSE
Tipster Y,Miss Temper,Each Way,15,Lose,FALSE
Tipster Y,Set List,Win,6,Lose,FALSE
Tipster Y,American Legend,Win,4,Win,FALSE
Tipster Y,Coolcalmcollected,Win,3,Win,FALSE
Tipster Y,Kyles Faith,Win,6,Lose,FALSE
Tipster Y,Profit Commission,Win,4,Lose,FALSE
Tipster Y,Hit The Lights,Win,4,Win,FALSE
Tipster Y,Cool Bahamian,Win,6.5,Lose,FALSE
Tipster Y,Indian Chief,Each Way,8,Lose,FALSE
Tipster Y,Edward Elgar,Win,6,Lose,FALSE
Tipster Y,Iggy,Win,3.75,Lose,FALSE
Tipster Y,Saint Pois,Win,4,Lose,FALSE
Tipster Y,Supplicant,Each Way,9,Lose,FALSE
Tipster Y,Mia San Triple,Win,8,Lose,FALSE
Tipster Y,Henpecked,Win,6,Win,FALSE
Tipster Y,Ballymore Castle,Win,9,Lose,FALSE
Tipster Y,Windfast,Win,7.5,Win,FALSE
Tipster Y,Pathway To Honour,Win,4.5,Lose,FALSE
Tipster Y,Baltic Brave,Win,4.5,Lose,FALSE
Tipster Y,Commissar,Win,4.5,Lose,FALSE
Tipster Y,Princeton Royals,Win,8,Lose,FALSE
Tipster Y,Padre Tito,Each Way,17,Lose,FALSE
Tipster Y,Separate Shadows,Win,8,Lose,FALSE
Tipster Y,Gowanharry,Win,5,Lose,FALSE
Tipster Y,Vicky Valentine,Win,4.5,Lose,FALSE
Tipster Y,Biotic,Win,5,Win,FALSE
Tipster Y,Swift Approval,Win,4.5,Lose,FALSE
Tipster Y,Brookes Bounty,Each Way,15,Win,FALSE
Tipster Y,Hidden Justice,Win,5.5,Lose,FALSE
Tipster Y,Duke Of Yorkshire,Win,7.5,Lose,FALSE
Tipster Y,Vimy Ridge,Win,7.5,Win,FALSE
Tipster Y,Club House,Each Way,11,Lose,FALSE
Tipster Y,Equally Fast,Win,4.5,Lose,FALSE
Tipster Y,Give Us A Belle,Win,4.5,Lose,FALSE
Tipster Y,Azilian,Win,6.5,Lose,FALSE
Tipster Y,Xinbama,Win,5.5,Win,FALSE
Tipster Y,Ask The Guru,Each Way,17,Lose,FALSE
Tipster Y,Brother Scott,Win,8,Lose,FALSE
Tipster Y,Royal Skies,Win,4,Lose,FALSE
Tipster Y,Ferryview Place,Win,8,Lose,FALSE
Tipster Y,Cotton Club,Win,8,Lose,FALSE
Tipster Y,Stevenson Star,Win,7.5,Lose,FALSE
Tipster Y,Le Maitre Chat,Win,8,Lose,FALSE
Tipster Y,Vinnie Trenta,Win,10,Lose,FALSE
Tipster Y,Mendacious Harpy,Win,6,Lose,FALSE
Tipster Y,Angelito,Win,8,Lose,FALSE
Tipster Y,Mutasayyid,Each Way,11,Win,FALSE
Tipster Y,Youonlyliveonce,Win,6.5,Lose,FALSE
Tipster Y,Dear Bruin,Win,5,Win,FALSE
Tipster Y,Brandon Castle,Win,6,Lose,FALSE
Tipster Y,Molly Cat,Win,5,Lose,FALSE
Tipster Y,Archies Advice,Win,5.5,Lose,FALSE
Tipster Y,Handmaid,Each Way,11,Win,FALSE
Tipster Y,Stardrifter,Win,7,Win,FALSE
Tipster Y,Scoreline,Each Way,13,Win,FALSE
Tipster Y,Royal Connoisseur,Each Way,11,Lose,FALSE
Tipster Y,Railway Storm,Win,8,Lose,FALSE
Tipster Y,Orient Sky,Win,6,Lose,FALSE
Tipster Y,Kentford Heiress,Each Way,13,Win,FALSE
Tipster Y,Street Force,Win,6,Lose,FALSE
Tipster Y,Petrify,Win,4.5,Lose,FALSE
Tipster Y,Excellent Result,Each Way,17,Lose,FALSE
Tipster Y,El Viento,Win,4,Lose,FALSE
Tipster Y,Outer Space,Each Way,13,Lose,FALSE
Tipster Y,Disegno,Win,7,Lose,FALSE
Tipster Y,Mawaseel,Win,7.5,Lose,FALSE
Tipster Y,Tazffin,Win,8,Win,FALSE
Tipster Y,White Russian,Each Way,10,Win,FALSE
Tipster Y,Symphony Of Kings,Win,7,Lose,FALSE
Tipster Y,Gibeon,Each Way,15,Win,FALSE
Tipster Y,Eye Of The Storm,Each Way,13,Lose,FALSE
Tipster Y,Lamyaa,Win,4.5,Win,FALSE
Tipster Y,Whitchurch,Win,5,Lose,FALSE
Tipster Y,King Of The Picts,Win,5.5,Lose,FALSE
Tipster Y,Cotton Club,Win,5,Win,FALSE
Tipster Y,Equally Fast,Win,4.5,Lose,FALSE
Tipster Y,Brookes Bounty,Each Way,9,Lose,FALSE
Tipster Y,Busy Bimbo,Win,4,Win,FALSE
Tipster Y,Mukaynis,Each Way,9,Win,FALSE
Tipster Y,Saigon City,Win,5.5,Lose,FALSE
Tipster Y,Tarando,Win,7,Lose,FALSE
Tipster Y,Machine Learner,Win,3.75,Win,FALSE
Tipster Y,Santadelacruze,Win,7,Lose,FALSE
Tipster Y,Gilmer,Win,9,Lose,FALSE
Tipster Y,Market Share,Each Way,9,Lose,FALSE
Tipster Y,Roaring Forties,Win,5,Win,FALSE
Tipster Y,Top Cop,Win,5,Lose,FALSE
Tipster Y,Bold Appeal,Win,6,Win,FALSE
Tipster Y,Alabaaly,Win,5,Lose,FALSE
Tipster Y,Primogeniture,Win,4.5,Win,FALSE
Tipster Y,Iggy,Each Way,9,Lose,FALSE
Tipster Y,Steventon Star,Win,4,Lose,FALSE
Tipster Y,Todd,Win,8,Lose,FALSE
Tipster Y,Moshe,Win,6,Lose,FALSE
Tipster Y,Nonchalant,Win,4,Lose,FALSE
Tipster Y,Comedy House,Win,9,Lose,FALSE
Tipster Y,God Willing,Each Way,21,Lose,FALSE
Tipster Y,Bitter Lake,Win,8,Lose,FALSE
Tipster Y,Guaracha,Win,8,Win,FALSE
Tipster Y,Scoreline,Win,7,Lose,FALSE
Tipster Y,Polydamos,Each Way,9,Lose,FALSE
Tipster Y,Man Of Harlech,Win,4.5,Lose,FALSE
Tipster Y,Mount Cherion,Win,6,Lose,FALSE
Tipster Y,Race To Glory,Each Way,11,Lose,FALSE
Tipster Y,Trafalger Rock,Win,6.5,Lose,FALSE
Tipster Y,Saltarello,Win,7,Lose,FALSE
Tipster Y,Nice Thoughts,Win,7,Lose,FALSE
Tipster Y,Mowhoob,Win,4.5,Lose,FALSE
Tipster Y,Future Empire,Win,3,Lose,FALSE
Tipster Y,Top Of The Bank,Win,3,Lose,FALSE
Tipster Y,Devonshire Place,Win,4,Lose,FALSE
Tipster Y,Irish Girls Spirit,Win,5.5,Lose,FALSE
Tipster Y,Communicator,Win,7,Lose,FALSE
Tipster Y,Innocent Touch,Win,7,Lose,FALSE
Tipster Y,Basateen,Win,5.5,Lose,FALSE
Tipster Y,Azmaam,Win,6,Lose,FALSE
Tipster Y,Buckstay,Win,7,Win,FALSE
Tipster Y,Rib Reserve,Win,4,Win,FALSE
Tipster Y,Your Pal Tal,Win,8,Lose,FALSE
Tipster Y,Marshall Jennings,Each Way,13,Win,FALSE
Tipster Y,Trust No One,Each Way,17,Lose,FALSE
Tipster Y,Kasbaan,Win,3.75,Win,FALSE
Tipster Y,Penwortham,Win,4,Win,FALSE
Tipster Y,Koothrappali,Win,5,Lose,FALSE
Tipster Y,Gworn,Win,6.5,Win,FALSE
Tipster Y,Henpecked,Win,6,Win,FALSE
Tipster Y,Strikemaster,Win,7,Lose,FALSE
Tipster Y,Cartago,Win,5,Lose,FALSE
Tipster Y,Subversive,Win,5,Lose,FALSE
Tipster Y,Shamaheart,Win,6.5,Win,FALSE
Tipster Y,Clement,Win,4.5,Lose,FALSE
Tipster Y,Man Of Harlech,Win,3.25,Win,FALSE
Tipster Y,Provenance,Win,5.5,Lose,FALSE
Tipster Y,Modernism,Win,7.5,Lose,FALSE
Tipster Y,Honey Pound,Each Way,17,Win,FALSE
Tipster Y,Elizona,Win,8.5,Lose,FALSE
Tipster Y,Angelito,Win,6.5,Lose,FALSE
Tipster Y,Royal Skies,Win,5.5,Lose,FALSE
Tipster Y,Filosofo,Win,5.5,Win,FALSE
Tipster Y,Spirit Of Wedza,Win,4,Lose,FALSE
Tipster Y,Baltic Prince,Win,9,Lose,FALSE
Tipster Y,Chief Entertainer,Win,8,Lose,FALSE
Tipster Y,Liberal Angel,Win,7,Win,FALSE
Tipster Y,Process,Each Way,17,Lose,FALSE
Tipster Y,Muir Lodge,Win,13,Win,FALSE
Tipster Y,Golden Emerald,Win,6.5,Win,FALSE
Tipster Y,Lorimers Lot,Win,6,Lose,FALSE
Tipster Y,Stun Gun,Win,7,Lose,FALSE
Tipster Y,Provident Spirit,Win,7,Lose,FALSE
Tipster Y,Illusive,Win,8,Lose,FALSE
Tipster Y,Pendo,Win,6,Lose,FALSE
Tipster Y,Trafalgar Rock,Win,5,Lose,FALSE
Tipster Y,Moonrise Landing,Each Way,19,Lose,FALSE
Tipster Y,Tindaro,Each Way,13,Lose,FALSE
Tipster Y,Shaakis,Win,6.5,Lose,FALSE
Tipster Y,Amber Flush,Each Way,13,Lose,FALSE
Tipster Y,Lawsons Thorns,Each Way,15,Lose,FALSE
Tipster Y,Youonlyliveonce,Win,9,Lose,FALSE
Tipster Y,Woody Bay,Win,7.5,Lose,FALSE
Tipster Y,Money Team,Each Way,12,Lose,FALSE
Tipster Y,Haalan,Each Way,19,Lose,FALSE
Tipster Y,Galuppi,Win,7,Lose,FALSE
Tipster Y,Puzzle Time,Win,8,Lose,FALSE
Tipster Y,Cornborough,Win,8,Lose,FALSE
Tipster Y,Tancred,Each Way,15,Lose,FALSE
Tipster Y,Light Of Love,Win,7.5,Lose,FALSE
Tipster Y,Belrog,Each Way,15,Lose,FALSE
Tipster Y,Oasis Fantasy,Win,8.5,Lose,FALSE
Tipster Y,Bahamian C,Win,5.5,Lose,FALSE
Tipster Y,Quest Of Colour,Win,8,Lose,FALSE
Tipster Y,King Calypso,Win,7,Lose,FALSE
Tipster Y,Domtaline,Win,4,Lose,FALSE
Tipster Y,Fred Le Macon,Win,9,Lose,FALSE
Tipster Y,Hes A Bully,Win,6,Lose,FALSE
Tipster Y,Maid Of Tuscany,Win,4.5,Lose,FALSE
Tipster Y,Top Tug,Win,7.5,Lose,FALSE
Tipster Y,Dreamsoftheatre,Win,8,Win,FALSE
Tipster Y,Thrtypointstothree,Win,11,Lose,FALSE
Tipster Y,Equity Risk,Win,9,Lose,FALSE
Tipster Y,Mukaynis,Win,8,Lose,FALSE
Tipster Y,Chillworth Icon,Win,7.5,Win,FALSE
Tipster Y,Shout It Loud,Win,7,Lose,FALSE
Tipster Y,Munaaser,Win,8,Lose,FALSE
Tipster Y,Chorlton House,Each Way,15,Lose,FALSE
Tipster Y,Nearest The Pin,Win,7,Lose,FALSE
Tipster Y,Still Believing,Win,7,Lose,FALSE
Tipster Y,Heartsong,Win,7,Lose,FALSE
Tipster Y,Neville,Win,4,Lose,FALSE
Tipster Y,Double Czech,Win,5,Lose,FALSE
Tipster Y,Goodwood Moonlight,Win,5.5,Lose,FALSE
Tipster Y,Moshe,Win,9,Win,FALSE
Tipster Y,Lorimers Lot,Win,11,Lose,FALSE
Tipster Y,Steventon Star,Win,4,Lose,FALSE
Tipster Y,Pharmaceutical,Win,8,Lose,FALSE
Tipster Y,Doc Charm,Win,4.33,Win,FALSE
Tipster Y,Excellent Puck,Win,8,Lose,FALSE
Tipster Y,Sahreej,Win,4,Win,FALSE
Tipster Y,Elusive Ellen,Each Way,11,Win,FALSE
Tipster Y,Mansonien Las,Win,8,Lose,FALSE
Tipster Y,Baby Ballerina,Win,3.75,Win,FALSE
Tipster Y,Perennial,Each Way,13,Lose,FALSE
Tipster Y,Aleksander,Win,4.33,Win,FALSE
Tipster Y,Sword Of The Lord,Win,5,Lose,FALSE
Tipster Y,Capelite,Win,4,Win,FALSE
Tipster Y,Novinophobia,Win,4,Win,FALSE
Tipster Y,Spending Time,Win,7,Lose,FALSE
Tipster Y,Ben Hall,Win,10,Lose,FALSE
Tipster Y,Alf The Audacious,Win,7,Lose,FALSE
Tipster Y,Buckland Beau,Win,10,Lose,FALSE
Tipster Y,Eccleston,Win,8,Win,FALSE
Tipster Y,Strands Of Silk,Win,5,Win,FALSE
Tipster Y,Carrington,Win,3.75,Win,FALSE
Tipster Y,Jamesbos Girl,Win,11,Lose,FALSE
Tipster Y,Newmarket Warrior,Each Way,34,Lose,FALSE
Tipster Y,Mission Complete,Win,4.5,Lose,FALSE
Tipster Y,Papa Luigi,Win,4,Lose,FALSE
Tipster Y,Almuhalab,Win,8,Lose,FALSE
Tipster Y,White Russian,Win,5.5,Lose,FALSE
Tipster Y,Prince Regal,Win,7.5,Lose,FALSE
Tipster Y,Wannabe Yours,Win,8,Lose,FALSE
Tipster Y,Wu Zetian,Win,6,Lose,FALSE
Tipster Y,Mezajy,Win,7,Lose,FALSE
Tipster Y,Tyrsal,Win,7,Win,FALSE
Tipster Y,Dominate,Win,7,Lose,FALSE
Tipster Y,Handmaid,Win,5.5,Lose,FALSE
Tipster Y,Zahrat Narji,Win,4,Lose,FALSE
Tipster Y,Life Knowledge,Win,5,Lose,FALSE
Tipster Y,Mishghar,Win,4.5,Lose,FALSE
Tipster Y,Adele,Win,4.5,Win,FALSE
Tipster Y,Galuppi,Win,6,Lose,FALSE
Tipster Y,Lady Gemini,Each Way,11,Lose,FALSE
Tipster Y,Bernisdale,Each Way,11,Win,FALSE
Tipster Y,Jersey Brown,Each Way,13,Win,FALSE
Tipster Y,Goathland,Win,4.33,Lose,FALSE
Tipster Y,Almuhalab,Win,3.75,Lose,FALSE
Tipster Y,Rockley,Win,4.5,Lose,FALSE
Tipster Y,Ben Hall,Win,4.5,Win,FALSE
Tipster Y,Kalon Brama,Win,5,Lose,FALSE
Tipster Y,Whale Weigh Station,Each Way,21,Lose,FALSE
Tipster Y,Top Boy,Win,9,Lose,FALSE
Tipster Y,Captain Bob,Win,9,Lose,FALSE
Tipster Y,Spark Plug,Win,6.5,Lose,FALSE
Tipster Y,Plutocracy,Win,7,Lose,FALSE
Tipster Y,Oasis Fantasy,Win,11,Lose,FALSE
Tipster Y,Muqtaser,Win,8.5,Lose,FALSE
Tipster Y,Squats,Win,13,Lose,FALSE
Tipster Y,Great Fun,Win,5.5,Lose,FALSE
Tipster Y,Chief Spirit,Win,12,Lose,FALSE
Tipster Y,Top Of The Bank,Win,4,Lose,FALSE
Tipster Y,Corona Borealis,Win,8,Lose,FALSE
Tipster Y,Desert Force,Win,17,Lose,FALSE
Tipster Y,Endless Credit,Win,13,Lose,FALSE
Tipster Y,Champagne Agent,Each Way,15,Lose,FALSE
Tipster Y,Urban Kode,Win,7.5,Lose,FALSE
Tipster Y,Dominate,Win,11,Lose,FALSE
Tipster Y,Kilmainham,Win,11,Lose,FALSE
Tipster Y,Shalimah,Win,11,Lose,FALSE
Tipster Y,Bahamian C,Win,12,Lose,FALSE
Tipster Y,Bus Named Desire,Win,8,Lose,FALSE
Tipster Y,Mount Vesuvius,Win,6,Lose,FALSE
Tipster Y,Old Storm,Win,5,Lose,FALSE
Tipster Y,Muatadel,Win,5,Lose,FALSE
Tipster Y,Cliff,Win,10,Lose,FALSE
Tipster Y,Lazarus Belle,Win,9,Lose,FALSE
Tipster Y,Angelito,Win,7,Lose,FALSE
Tipster Y,Alketios,Win,21,Win,FALSE
Tipster Y,Fadhayyil,Win,4.5,Lose,FALSE
Tipster Y,Hidden Gold,Win,4.5,Lose,FALSE
Tipster Y,Feeling Easy,Win,11,Lose,FALSE
Tipster Y,Bright Flash,Win,9,Lose,FALSE
Tipster Y,Bint Dandy,Win,7,Lose,FALSE
Tipster Y,Future Empire,Win,7,Lose,FALSE
Tipster Y,Mulzamm,Win,7,Lose,FALSE
Tipster Y,Tom Hark,Win,10,Lose,FALSE
Tipster Y,Cayuga,Win,9,Lose,FALSE
Tipster Y,Peter Park,Win,6.5,Lose,FALSE
Tipster Y,Secret Number,Win,4,Win,FALSE
Tipster Y,Muisicora,Win,5,Lose,FALSE
Tipster Y,Guard Of Honour,Win,4.5,Win,FALSE
Tipster Y,Lady Wooton,Win,5,Lose,FALSE
Tipster Y,Zuzinia,Win,9.5,Win,FALSE
Tipster Y,Kataniya,Win,11,Lose,FALSE
Tipster Y,Percieved,Win,5,Win,FALSE
Tipster Y,Forgotten Rules,Win,5.5,Lose,FALSE
Tipster Y,Brandon Castle,Win,3.75,Win,FALSE
Tipster Y,Breezy Kin,Win,6,Win,FALSE
Tipster Y,Olymnia,Each Way,15,Lose,FALSE
Tipster Y,Mendacious Harpy,Win,13,Lose,FALSE
Tipster Y,Pass The Moon,Win,13,Lose,FALSE
Tipster Y,Chief Entertainer,Win,8,Lose,FALSE
Tipster Y,Stanarley Pic,Win,8,Lose,FALSE
Tipster Y,Munjally,Win,7,Lose,FALSE
Tipster Y,King Calypso,Win,6,Lose,FALSE
Tipster Y,Scoppio Del Carro,Win,8,Lose,FALSE
Tipster Y,Fool To Cry,Win,3.5,Win,FALSE
Tipster Y,Mezajy,Win,4,Lose,FALSE
Tipster Y,Top Of The Glas,Win,13,Lose,FALSE
Tipster Y,Urban Moon,Win,13,Lose,FALSE
Tipster Y,Buonarroti,Win,9,Lose,FALSE
Tipster Y,Bayin Kasirga,Win,9,Lose,FALSE
Tipster Y,Oceane,Win,9,Lose,FALSE
Tipster Y,Go Far,Win,26,Win,FALSE
Tipster Y,Brother Scott,Win,5,Win,FALSE
Tipster Y,Settledoutofcourt,Win,7,Lose,FALSE
Tipster Y,Lord Usher,Win,9,Lose,FALSE
Tipster Y,Top Tug,Win,8,Lose,FALSE
Tipster Y,Toofi,Win,17,Lose,FALSE
Tipster Y,Instant Attraction,Each Way,11,Lose,FALSE
Tipster Y,Fieldsman,Win,13,Lose,FALSE
Tipster Y,A Bus Named Desire,Win,8,Lose,FALSE
Tipster Y,Jayandbee,Win,3.5,Lose,FALSE
Tipster Y,Muckle Row,Win,7,Lose,FALSE
Tipster Y,Battlecat,Win,4.5,Lose,FALSE
Tipster Y,Gin And Tonic,Win,4.33,Win,FALSE
Tipster Y,Top Boy,Win,8,Lose,FALSE
Tipster Y,Jersey Brown,Win,13,Lose,FALSE
Tipster Y,Si Señor,Win,4.5,Lose,FALSE
Tipster Y,On A Par,Win,10,Lose,FALSE
Tipster Y,Life Knowledge,Win,6,Lose,FALSE
Tipster Y,Mistress Mole,Win,6,Lose,FALSE
Tipster Y,Power Up,Win,15,Lose,FALSE
Tipster Y,Chief Entertainer,Win,2.75,Lose,FALSE
Tipster Y,Teetotal,Win,9,Lose,FALSE
Tipster Y,Munjally,Win,23,Lose,FALSE
Tipster Y,Nezar,Each Way,17,Lose,FALSE
Tipster Y,This Is The Day,Win,8,Win,FALSE
Tipster Y,Debit,Each Way,12,Lose,FALSE
Tipster Y,Chauvelin,Win,8,Lose,FALSE
Tipster Y,Drive On,Each Way,17,Lose,FALSE
Tipster Y,The Dukkerer,Win,13,Win,FALSE
Tipster Y,Tartoor,Win,8,Lose,FALSE
Tipster Y,Solar Magic,Win,7.5,Win,FALSE
Tipster Y,Dheban,Win,7.5,Lose,FALSE
Tipster Y,Newmarket Warrior,Win,5,Lose,FALSE
Tipster Y,Beau Knight,Win,8,Lose,FALSE
Tipster Y,Topaling,Each Way,15,Lose,FALSE
Tipster Y,Room Key,Each Way,17,Lose,FALSE
Tipster Y,Hes A Bully,Win,5.5,Lose,FALSE
Tipster Y,Royal Seal,Win,5.5,Lose,FALSE
Tipster Y,Captain Bob,Win,15,Lose,FALSE
Tipster Y,Hatsaway,Win,6.5,Lose,FALSE
Tipster Y,Zeeda,Win,9,Lose,FALSE
Tipster Y,Swift Approval,Win,8,Lose,FALSE
Tipster Y,Intiwin,Win,5,Lose,FALSE
Tipster Y,Pack Leader,Win,8,Lose,FALSE
Tipster Y,Mime Dance,Win,8,Lose,FALSE
Tipster Y,Glennten,Win,6.5,Lose,FALSE
Tipster Y,Petrify,Win,7,Lose,FALSE
Tipster Y,Bahamian C,Win,6,Lose,FALSE
Tipster Y,Priors Gate,Win,7,Lose,FALSE
Tipster Y,Malih,Win,8,Lose,FALSE
Tipster Y,Shes Electric,Win,10,Lose,FALSE
Tipster Y,Stanarley Pic,Win,9,Lose,FALSE
Tipster Y,La Havrese,Win,10,Lose,FALSE
Tipster Y,Newmarket Warrior,Win,5.5,Lose,FALSE
Tipster Y,Powder Snow,Win,7,Lose,FALSE
Tipster Y,Tom Hark,Win,8,Lose,FALSE
Tipster Y,Battlecat,Win,4.5,Lose,FALSE
Tipster Y,Go Charlie,Win,5,Lose,FALSE
Tipster Y,Black Shadow,Win,7,Lose,FALSE
Tipster Y,Satanic Beat,Win,9,Win,FALSE
Tipster Y,Falcarragh,Win,6.5,Lose,FALSE
Tipster Y,Lorimers Lot,Win,13,Lose,FALSE
Tipster Y,Goodwood Moonlight,Win,6,Lose,FALSE
Tipster Y,Dark Avenger,Win,5,Lose,FALSE
Tipster Y,Si Senor,Win,7.5,Lose,FALSE
Tipster Y,Quick Brew,Win,4,Win,FALSE
Tipster Y,Roosey,Win,8,Lose,FALSE
Tipster Y,Fieldsman,Each Way,34,Lose,FALSE
Tipster Y,Windfire,Win,5,Lose,FALSE
Tipster Y,Log Out Island,Win,5,Win,FALSE
Tipster Y,Naadirr,Win,5.5,Lose,FALSE
Tipster Y,Perfect Muse,Win,8,Lose,FALSE
Tipster Y,Ballydoyle,Win,2.75,Win,FALSE
Tipster Y,Herald The Dawn,Win,5.5,Lose,FALSE
Tipster Y,Muwalla,Win,5.5,Lose,FALSE
Tipster Y,Flashman,Win,3.5,Lose,FALSE
Tipster Y,Simply Ned,Win,2.88,Win,FALSE
Tipster Y,Noble Peace,Win,6,Lose,FALSE
Tipster Y,Mawaqeet,Win,5,Lose,FALSE
Tipster Y,Cornelious,Win,5,Lose,FALSE
Tipster Y,Lock Towers,Win,6,Lose,FALSE
Tipster Y,Ingleby Hollow,Win,5.5,Lose,FALSE
Tipster Y,Mendacious Harpy,Win,15,Lose,FALSE
Tipster Y,Tilstarr,Win,7,Lose,FALSE
Tipster Y,Tap Shoes,Win,8,Lose,FALSE
Tipster Y,Clement,Each Way,11,Lose,FALSE
Tipster Y,Buckland Beau,Each Way,13,Lose,FALSE
Tipster Y,Handmaid,Win,6.5,Lose,FALSE
Tipster Y,Dutch Descent,Win,7,Lose,FALSE
Tipster Y,Mezajy,Win,11,Lose,FALSE
Tipster Y,On The Huh,Win,13,Lose,FALSE
Tipster Y,Skye Morning,Win,17,Lose,FALSE
Tipster Y,Belardo,Win,7,Lose,FALSE
Tipster Y,Not Never,Each Way,13,Lose,FALSE
Tipster Y,Mime Dance,Each Way,13,Lose,FALSE
Tipster Y,Royal Connisseur,Win,4,Lose,FALSE
Tipster Y,Stocking,Win,6,Win,FALSE
Tipster Y,Suzis Connoisseur,Win,15,Lose,FALSE
Tipster Y,Manballandall,Win,17,Lose,FALSE
Tipster Y,nE/WmarketWin Mistrusting,Win,5.5,Win,FALSE
Tipster Y,My Best Song,Win,11,Lose,FALSE
Tipster Y,Alzammaar,Win,10,Lose,FALSE
Tipster Y,Rock On Rocky,Win,15,Lose,FALSE
Tipster Y,Zalty,Win,6.5,Lose,FALSE
Tipster Y,Present View,Win,5,Lose,FALSE
Tipster Y,Benbens,Win,7,Lose,FALSE
Tipster Y,Maybe I Wont,Win,9,Lose,FALSE
Tipster Y,Wet Sail,Win,7,Win,FALSE
Tipster Y,Isabella Bird,Win,8,Lose,FALSE
Tipster Y,Sendiym,Win,3.5,Lose,FALSE
Tipster Y,Keychain,Win,4,Lose,FALSE
Tipster Y,Imperial Legend,Win,6,Lose,FALSE
Tipster Y,Saltarello,Each Way,11,Lose,FALSE
Tipster Y,Maraakib,Win,4.5,Win,FALSE
